id,name,chr,38bp1,38bp2,37bp1,37bp2
"<a id=""TSPYL5"" href=""#"" onclick=""resClick(this.id)"">TSPYL5</a>",TSPY like 5,8,"","",98285715,98290156
"<a id=""TSPYL6"" href=""#"" onclick=""resClick(this.id)"">TSPYL6</a>",TSPY like 6,2,"","",54480314,54483366
"<a id=""TSR1"" href=""#"" onclick=""resClick(this.id)"">TSR1</a>",TSR1 ribosome maturation factor,17,"","",2225981,2240678
"<a id=""TSR3"" href=""#"" onclick=""resClick(this.id)"">TSR3</a>",TSR3 ribosome maturation factor,16,"","",1399240,1401879
"<a id=""TSSC4"" href=""#"" onclick=""resClick(this.id)"">TSSC4</a>",tumor suppressing subtransferable candidate 4,11,"","",2421979,2425106
"<a id=""TSSK1B"" href=""#"" onclick=""resClick(this.id)"">TSSK1B</a>",testis specific serine kinase 1B,5,"","",112768249,112770686
"<a id=""TSSK2"" href=""#"" onclick=""resClick(this.id)"">TSSK2</a>",testis specific serine kinase 2,22,"","",19118820,19120135
"<a id=""TSSK3"" href=""#"" onclick=""resClick(this.id)"">TSSK3</a>",testis specific serine kinase 3,1,"","",32828139,32829910
"<a id=""TSSK4"" href=""#"" onclick=""resClick(this.id)"">TSSK4</a>",testis specific serine kinase 4,14,"","",24674901,24677454
"<a id=""TSSK6"" href=""#"" onclick=""resClick(this.id)"">TSSK6</a>",testis specific serine kinase 6,19,"","",19625027,19626357
"<a id=""TST"" href=""#"" onclick=""resClick(this.id)"">TST</a>",thiosulfate sulfurtransferase,22,"","",37406899,37416224
"<a id=""TSTA3"" href=""#"" onclick=""resClick(this.id)"">TSTA3</a>",tissue specific transplantation antigen P35B,8,"","",144694787,144699719
"<a id=""TSTD2"" href=""#"" onclick=""resClick(this.id)"">TSTD2</a>",thiosulfate sulfurtransferase like domain containing 2,9,"","",100362361,100395650
"<a id=""TTBK1"" href=""#"" onclick=""resClick(this.id)"">TTBK1</a>",tau tubulin kinase 1,6,"","",43211218,43255996
"<a id=""TTBK2"" href=""#"" onclick=""resClick(this.id)"">TTBK2</a>",tau tubulin kinase 2,15,"","",43030927,43212976
"<a id=""TTC1"" href=""#"" onclick=""resClick(this.id)"">TTC1</a>",tetratricopeptide repeat domain 1,5,"","",159436106,159492552
"<a id=""TTC12"" href=""#"" onclick=""resClick(this.id)"">TTC12</a>",tetratricopeptide repeat domain 12,11,"","",113185304,113244018
"<a id=""TTC13"" href=""#"" onclick=""resClick(this.id)"">TTC13</a>",tetratricopeptide repeat domain 13,1,"","",231041988,231114607
"<a id=""TTC14"" href=""#"" onclick=""resClick(this.id)"">TTC14</a>",tetratricopeptide repeat domain 14,3,"","",180319950,180336116
"<a id=""TTC16"" href=""#"" onclick=""resClick(this.id)"">TTC16</a>",tetratricopeptide repeat domain 16,9,"","",130478357,130493869
"<a id=""TTC17"" href=""#"" onclick=""resClick(this.id)"">TTC17</a>",tetratricopeptide repeat domain 17,11,"","",43380469,43516479
"<a id=""TTC19"" href=""#"" onclick=""resClick(this.id)"">TTC19</a>",tetratricopeptide repeat domain 19,17,"","",15903137,15932718
"<a id=""TTC21A"" href=""#"" onclick=""resClick(this.id)"">TTC21A</a>",tetratricopeptide repeat domain 21A,3,"","",39149151,39180394
"<a id=""TTC21B"" href=""#"" onclick=""resClick(this.id)"">TTC21B</a>",tetratricopeptide repeat domain 21B,2,"","",166729871,166810286
"<a id=""TTC22"" href=""#"" onclick=""resClick(this.id)"">TTC22</a>",tetratricopeptide repeat domain 22,1,"","",55245385,55266996
"<a id=""TTC23"" href=""#"" onclick=""resClick(this.id)"">TTC23</a>",tetratricopeptide repeat domain 23,15,"","",99676527,99791430
"<a id=""TTC23L"" href=""#"" onclick=""resClick(this.id)"">TTC23L</a>",tetratricopeptide repeat domain 23 like,5,"","",34839268,34900606
"<a id=""TTC24"" href=""#"" onclick=""resClick(this.id)"">TTC24</a>",tetratricopeptide repeat domain 24,1,"","",156551156,156557518
"<a id=""TTC25"" href=""#"" onclick=""resClick(this.id)"">TTC25</a>",tetratricopeptide repeat domain 25,17,"","",40086846,40118535
"<a id=""TTC26"" href=""#"" onclick=""resClick(this.id)"">TTC26</a>",tetratricopeptide repeat domain 26,7,"","",138818489,138876732
"<a id=""TTC27"" href=""#"" onclick=""resClick(this.id)"">TTC27</a>",tetratricopeptide repeat domain 27,2,"","",32853116,33046118
"<a id=""TTC29"" href=""#"" onclick=""resClick(this.id)"">TTC29</a>",tetratricopeptide repeat domain 29,4,"","",147627789,147867038
"<a id=""TTC3"" href=""#"" onclick=""resClick(this.id)"">TTC3</a>",tetratricopeptide repeat domain 3,21,"","",38445483,38575419
"<a id=""TTC30A"" href=""#"" onclick=""resClick(this.id)"">TTC30A</a>",tetratricopeptide repeat domain 30A,2,"","",178477727,178483470
"<a id=""TTC30B"" href=""#"" onclick=""resClick(this.id)"">TTC30B</a>",tetratricopeptide repeat domain 30B,2,"","",178413726,178417524
"<a id=""TTC31"" href=""#"" onclick=""resClick(this.id)"">TTC31</a>",tetratricopeptide repeat domain 31,2,"","",74710207,74722013
"<a id=""TTC32"" href=""#"" onclick=""resClick(this.id)"">TTC32</a>",tetratricopeptide repeat domain 32,2,"","",20096391,20101744
"<a id=""TTC33"" href=""#"" onclick=""resClick(this.id)"">TTC33</a>",tetratricopeptide repeat domain 33,5,"","",40711677,40756063
"<a id=""TTC36"" href=""#"" onclick=""resClick(this.id)"">TTC36</a>",tetratricopeptide repeat domain 36,11,"","",118398147,118401912
"<a id=""TTC37"" href=""#"" onclick=""resClick(this.id)"">TTC37</a>",tetratricopeptide repeat domain 37,5,"","",94799598,94890709
"<a id=""TTC38"" href=""#"" onclick=""resClick(this.id)"">TTC38</a>",tetratricopeptide repeat domain 38,22,"","",46663904,46689905
"<a id=""TTC39A"" href=""#"" onclick=""resClick(this.id)"">TTC39A</a>",tetratricopeptide repeat domain 39A,1,"","",51752929,51810788
"<a id=""TTC39B"" href=""#"" onclick=""resClick(this.id)"">TTC39B</a>",tetratricopeptide repeat domain 39B,9,"","",15170841,15307358
"<a id=""TTC39C"" href=""#"" onclick=""resClick(this.id)"">TTC39C</a>",tetratricopeptide repeat domain 39C,18,"","",21572850,21715564
"<a id=""TTC4"" href=""#"" onclick=""resClick(this.id)"">TTC4</a>",tetratricopeptide repeat domain 4,1,"","",55181494,55208328
"<a id=""TTC5"" href=""#"" onclick=""resClick(this.id)"">TTC5</a>",tetratricopeptide repeat domain 5,14,"","",20754385,20774110
"<a id=""TTC6"" href=""#"" onclick=""resClick(this.id)"">TTC6</a>",tetratricopeptide repeat domain 6,14,"","",38064833,38311901
"<a id=""TTC7A"" href=""#"" onclick=""resClick(this.id)"">TTC7A</a>",tetratricopeptide repeat domain 7A,2,"","",47143004,47303262
"<a id=""TTC7B"" href=""#"" onclick=""resClick(this.id)"">TTC7B</a>",tetratricopeptide repeat domain 7B,14,"","",90990907,91282774
"<a id=""TTC8"" href=""#"" onclick=""resClick(this.id)"">TTC8</a>",tetratricopeptide repeat domain 8,14,"","",89290994,89347423
"<a id=""TTC9"" href=""#"" onclick=""resClick(this.id)"">TTC9</a>",tetratricopeptide repeat domain 9,14,"","",71108632,71142083
"<a id=""TTC9B"" href=""#"" onclick=""resClick(this.id)"">TTC9B</a>",tetratricopeptide repeat domain 9B,19,"","",40721964,40724306
"<a id=""TTC9C"" href=""#"" onclick=""resClick(this.id)"">TTC9C</a>",tetratricopeptide repeat domain 9C,11,"","",62495544,62506108
"<a id=""TTF1"" href=""#"" onclick=""resClick(this.id)"">TTF1</a>",transcription termination factor 1,9,"","",135250934,135282238
"<a id=""TTF2"" href=""#"" onclick=""resClick(this.id)"">TTF2</a>",transcription termination factor 2,1,"","",117602947,117650075
"<a id=""TTI1"" href=""#"" onclick=""resClick(this.id)"">TTI1</a>",TELO2 interacting protein 1,20,"","",36611422,36661858
"<a id=""TTI2"" href=""#"" onclick=""resClick(this.id)"">TTI2</a>",TELO2 interacting protein 2,8,"","",33356026,33370703
"<a id=""TTK"" href=""#"" onclick=""resClick(this.id)"">TTK</a>",TTK protein kinase,6,"","",80714321,80752244
"<a id=""TTL"" href=""#"" onclick=""resClick(this.id)"">TTL</a>",tubulin tyrosine ligase,2,"","",113239732,113299316
"<a id=""TTLL1"" href=""#"" onclick=""resClick(this.id)"">TTLL1</a>",tubulin tyrosine ligase like 1,22,"","",43435522,43485434
"<a id=""TTLL10"" href=""#"" onclick=""resClick(this.id)"">TTLL10</a>",tubulin tyrosine ligase like 10,1,"","",1109285,1133313
"<a id=""TTLL11"" href=""#"" onclick=""resClick(this.id)"">TTLL11</a>",tubulin tyrosine ligase like 11,9,"","",124584203,124855885
"<a id=""TTLL12"" href=""#"" onclick=""resClick(this.id)"">TTLL12</a>",tubulin tyrosine ligase like 12,22,"","",43562627,43583140
"<a id=""TTLL13P"" href=""#"" onclick=""resClick(this.id)"">TTLL13P</a>","tubulin tyrosine ligase like 13, pseudogene",15,"","",90792763,90802320
"<a id=""TTLL2"" href=""#"" onclick=""resClick(this.id)"">TTLL2</a>",tubulin tyrosine ligase like 2,6,"","",167738573,167756176
"<a id=""TTLL3"" href=""#"" onclick=""resClick(this.id)"">TTLL3</a>",tubulin tyrosine ligase like 3,3,"","",9851598,9878049
"<a id=""TTLL4"" href=""#"" onclick=""resClick(this.id)"">TTLL4</a>",tubulin tyrosine ligase like 4,2,"","",219575557,219620138
"<a id=""TTLL5"" href=""#"" onclick=""resClick(this.id)"">TTLL5</a>",tubulin tyrosine ligase like 5,14,"","",76127588,76421422
"<a id=""TTLL6"" href=""#"" onclick=""resClick(this.id)"">TTLL6</a>",tubulin tyrosine ligase like 6,17,"","",46839595,46894452
"<a id=""TTLL7"" href=""#"" onclick=""resClick(this.id)"">TTLL7</a>",tubulin tyrosine ligase like 7,1,"","",84330706,84464815
"<a id=""TTLL8"" href=""#"" onclick=""resClick(this.id)"">TTLL8</a>",tubulin tyrosine ligase like 8,22,"","",50457003,50496656
"<a id=""TTLL9"" href=""#"" onclick=""resClick(this.id)"">TTLL9</a>",tubulin tyrosine ligase like 9,20,"","",30458439,30532770
"<a id=""TTN"" href=""#"" onclick=""resClick(this.id)"">TTN</a>",titin,2,"","",179390716,179672150
"<a id=""TTN-AS1"" href=""#"" onclick=""resClick(this.id)"">TTN-AS1</a>",TTN antisense RNA 1,2,"","",179387917,179484944
"<a id=""TTPA"" href=""#"" onclick=""resClick(this.id)"">TTPA</a>",alpha tocopherol transfer protein,8,"","",63972047,63998612
"<a id=""TTPAL"" href=""#"" onclick=""resClick(this.id)"">TTPAL</a>",alpha tocopherol transfer protein like,20,"","",43104513,43123244
"<a id=""TTR"" href=""#"" onclick=""resClick(this.id)"">TTR</a>",transthyretin,18,"","",29171729,29178986
"<a id=""TTYH1"" href=""#"" onclick=""resClick(this.id)"">TTYH1</a>",tweety family member 1,19,"","",54926637,54948082
"<a id=""TTYH2"" href=""#"" onclick=""resClick(this.id)"">TTYH2</a>",tweety family member 2,17,"","",72209709,72258157
"<a id=""TTYH3"" href=""#"" onclick=""resClick(this.id)"">TTYH3</a>",tweety family member 3,7,"","",2671619,2704436
"<a id=""TUB"" href=""#"" onclick=""resClick(this.id)"">TUB</a>",TUB bipartite transcription factor,11,"","",8060179,8127654
"<a id=""TUBA1A"" href=""#"" onclick=""resClick(this.id)"">TUBA1A</a>",tubulin alpha 1a,12,"","",49578577,49583107
"<a id=""TUBA1B"" href=""#"" onclick=""resClick(this.id)"">TUBA1B</a>",tubulin alpha 1b,12,"","",49521564,49525178
"<a id=""TUBA1C"" href=""#"" onclick=""resClick(this.id)"">TUBA1C</a>",tubulin alpha 1c,12,"","",49621801,49668383
"<a id=""TUBA3C"" href=""#"" onclick=""resClick(this.id)"">TUBA3C</a>",tubulin alpha 3c,13,"","",19747911,19755964
"<a id=""TUBA3D"" href=""#"" onclick=""resClick(this.id)"">TUBA3D</a>",tubulin alpha 3d,2,"","",132233691,132240507
"<a id=""TUBA3E"" href=""#"" onclick=""resClick(this.id)"">TUBA3E</a>",tubulin alpha 3e,2,"","",130949317,130956012
"<a id=""TUBA4A"" href=""#"" onclick=""resClick(this.id)"">TUBA4A</a>",tubulin alpha 4a,2,"","",220114432,220119330
"<a id=""TUBA8"" href=""#"" onclick=""resClick(this.id)"">TUBA8</a>",tubulin alpha 8,22,"","",18593574,18614499
"<a id=""TUBAL3"" href=""#"" onclick=""resClick(this.id)"">TUBAL3</a>",tubulin alpha like 3,10,"","",5435063,5446791
"<a id=""TUBB1"" href=""#"" onclick=""resClick(this.id)"">TUBB1</a>",tubulin beta 1 class VI,20,"","",57594308,57601709
"<a id=""TUBB2A"" href=""#"" onclick=""resClick(this.id)"">TUBB2A</a>",tubulin beta 2A class IIa,6,"","",3153900,3157778
"<a id=""TUBB2B"" href=""#"" onclick=""resClick(this.id)"">TUBB2B</a>",tubulin beta 2B class IIb,6,"","",3224510,3227887
"<a id=""TUBB3"" href=""#"" onclick=""resClick(this.id)"">TUBB3</a>",tubulin beta 3 class III,16,"","",89988332,90002505
"<a id=""TUBB4A"" href=""#"" onclick=""resClick(this.id)"">TUBB4A</a>",tubulin beta 4A class IVa,19,"","",6494329,6502859
"<a id=""TUBB4B"" href=""#"" onclick=""resClick(this.id)"">TUBB4B</a>",tubulin beta 4B class IVb,9,"","",140135738,140138159
"<a id=""TUBB6"" href=""#"" onclick=""resClick(this.id)"">TUBB6</a>",tubulin beta 6 class V,18,"","",12308057,12329824
"<a id=""TUBB8"" href=""#"" onclick=""resClick(this.id)"">TUBB8</a>",tubulin beta 8 class VIII,10,"","",92827,95178
"<a id=""TUBD1"" href=""#"" onclick=""resClick(this.id)"">TUBD1</a>",tubulin delta 1,17,"","",57936840,57970306
"<a id=""TUBE1"" href=""#"" onclick=""resClick(this.id)"">TUBE1</a>",tubulin epsilon 1,6,"","",112391865,112408685
"<a id=""TUBG1"" href=""#"" onclick=""resClick(this.id)"">TUBG1</a>",tubulin gamma 1,17,"","",40761700,40767256
"<a id=""TUBG2"" href=""#"" onclick=""resClick(this.id)"">TUBG2</a>",tubulin gamma 2,17,"","",40811301,40819024
"<a id=""TUBGCP2"" href=""#"" onclick=""resClick(this.id)"">TUBGCP2</a>",tubulin gamma complex associated protein 2,10,"","",135092133,135125841
"<a id=""TUBGCP3"" href=""#"" onclick=""resClick(this.id)"">TUBGCP3</a>",tubulin gamma complex associated protein 3,13,"","",113139324,113242467
"<a id=""TUBGCP4"" href=""#"" onclick=""resClick(this.id)"">TUBGCP4</a>",tubulin gamma complex associated protein 4,15,"","",43663298,43701969
"<a id=""TUBGCP5"" href=""#"" onclick=""resClick(this.id)"">TUBGCP5</a>",tubulin gamma complex associated protein 5,15,"","",22833498,22890043
"<a id=""TUBGCP6"" href=""#"" onclick=""resClick(this.id)"">TUBGCP6</a>",tubulin gamma complex associated protein 6,22,"","",50656122,50683452
"<a id=""TUFM"" href=""#"" onclick=""resClick(this.id)"">TUFM</a>","Tu translation elongation factor, mitochondrial",16,"","",28853731,28857669
"<a id=""TUFT1"" href=""#"" onclick=""resClick(this.id)"">TUFT1</a>",tuftelin 1,1,"","",151512784,151556059
"<a id=""TULP1"" href=""#"" onclick=""resClick(this.id)"">TULP1</a>",TUB like protein 1,6,"","",35465650,35480673
"<a id=""TULP2"" href=""#"" onclick=""resClick(this.id)"">TULP2</a>",TUB like protein 2,19,"","",49384223,49402001
"<a id=""TULP3"" href=""#"" onclick=""resClick(this.id)"">TULP3</a>",TUB like protein 3,12,"","",3000056,3050301
"<a id=""TULP4"" href=""#"" onclick=""resClick(this.id)"">TULP4</a>",TUB like protein 4,6,"","",158733496,158932856
"<a id=""TUSC1"" href=""#"" onclick=""resClick(this.id)"">TUSC1</a>",tumor suppressor candidate 1,9,"","",25676386,25678856
"<a id=""TUSC2"" href=""#"" onclick=""resClick(this.id)"">TUSC2</a>","tumor suppressor 2, mitochondrial calcium regulator",3,"","",50362339,50365669
"<a id=""TUSC3"" href=""#"" onclick=""resClick(this.id)"">TUSC3</a>",tumor suppressor candidate 3,8,"","",15397595,15624158
"<a id=""TUT1"" href=""#"" onclick=""resClick(this.id)"">TUT1</a>","terminal uridylyl transferase 1, U6 snRNA-specific",11,"","",62342523,62358995
"<a id=""TUT4"" href=""#"" onclick=""resClick(this.id)"">TUT4</a>",terminal uridylyl transferase 4,1,"","",52888947,53018764
"<a id=""TUT7"" href=""#"" onclick=""resClick(this.id)"">TUT7</a>",terminal uridylyl transferase 7,9,"","",88902647,88969325
"<a id=""TVP23A"" href=""#"" onclick=""resClick(this.id)"">TVP23A</a>",trans-golgi network vesicle protein 23 homolog A,16,"","",10854768,10912651
"<a id=""TVP23B"" href=""#"" onclick=""resClick(this.id)"">TVP23B</a>",trans-golgi network vesicle protein 23 homolog B,17,"","",18684307,18710026
"<a id=""TVP23C"" href=""#"" onclick=""resClick(this.id)"">TVP23C</a>",trans-golgi network vesicle protein 23 homolog C,17,"","",15405577,15466945
"<a id=""TVP23C-CDRT4"" href=""#"" onclick=""resClick(this.id)"">TVP23C-CDRT4</a>",TVP23C-CDRT4 readthrough,17,"","",15339331,15466945
"<a id=""TWF1"" href=""#"" onclick=""resClick(this.id)"">TWF1</a>",twinfilin actin binding protein 1,12,"","",44187525,44200178
"<a id=""TWF2"" href=""#"" onclick=""resClick(this.id)"">TWF2</a>",twinfilin actin binding protein 2,3,"","",52262627,52273174
"<a id=""TWIST1"" href=""#"" onclick=""resClick(this.id)"">TWIST1</a>",twist family bHLH transcription factor 1,7,"","",19152670,19157295
"<a id=""TWISTNB"" href=""#"" onclick=""resClick(this.id)"">TWISTNB</a>",TWIST neighbor,7,"","",19735083,19748660
"<a id=""TWNK"" href=""#"" onclick=""resClick(this.id)"">TWNK</a>",twinkle mtDNA helicase,10,"","",102747299,102754160
"<a id=""TWSG1"" href=""#"" onclick=""resClick(this.id)"">TWSG1</a>",twisted gastrulation BMP signaling modulator 1,18,"","",9334770,9402418
"<a id=""TXK"" href=""#"" onclick=""resClick(this.id)"">TXK</a>",TXK tyrosine kinase,4,"","",48068409,48136267
"<a id=""TXLNA"" href=""#"" onclick=""resClick(this.id)"">TXLNA</a>",taxilin alpha,1,"","",32645275,32663886
"<a id=""TXLNB"" href=""#"" onclick=""resClick(this.id)"">TXLNB</a>",taxilin beta,6,"","",139561198,139613135
"<a id=""TXN"" href=""#"" onclick=""resClick(this.id)"">TXN</a>",thioredoxin,9,"","",113006089,113018787
"<a id=""TXN2"" href=""#"" onclick=""resClick(this.id)"">TXN2</a>",thioredoxin 2,22,"","",36863092,36877687
"<a id=""TXNDC11"" href=""#"" onclick=""resClick(this.id)"">TXNDC11</a>",thioredoxin domain containing 11,16,"","",11772940,11836713
"<a id=""TXNDC12"" href=""#"" onclick=""resClick(this.id)"">TXNDC12</a>",thioredoxin domain containing 12,1,"","",52485803,52521843
"<a id=""TXNDC15"" href=""#"" onclick=""resClick(this.id)"">TXNDC15</a>",thioredoxin domain containing 15,5,"","",134209459,134237323
"<a id=""TXNDC16"" href=""#"" onclick=""resClick(this.id)"">TXNDC16</a>",thioredoxin domain containing 16,14,"","",52897307,53019301
"<a id=""TXNDC17"" href=""#"" onclick=""resClick(this.id)"">TXNDC17</a>",thioredoxin domain containing 17,17,"","",6544379,6547861
"<a id=""TXNDC2"" href=""#"" onclick=""resClick(this.id)"">TXNDC2</a>",thioredoxin domain containing 2,18,"","",9885969,9889272
"<a id=""TXNDC5"" href=""#"" onclick=""resClick(this.id)"">TXNDC5</a>",thioredoxin domain containing 5,6,"","",7881751,7911021
"<a id=""TXNDC8"" href=""#"" onclick=""resClick(this.id)"">TXNDC8</a>",thioredoxin domain containing 8,9,"","",113065755,113100143
"<a id=""TXNDC9"" href=""#"" onclick=""resClick(this.id)"">TXNDC9</a>",thioredoxin domain containing 9,2,"","",99935446,99952796
"<a id=""TXNIP"" href=""#"" onclick=""resClick(this.id)"">TXNIP</a>",thioredoxin interacting protein,1,"","",145438489,145442628
"<a id=""TXNL1"" href=""#"" onclick=""resClick(this.id)"">TXNL1</a>",thioredoxin like 1,18,"","",54264439,54305823
"<a id=""TXNL4A"" href=""#"" onclick=""resClick(this.id)"">TXNL4A</a>",thioredoxin like 4A,18,"","",77730812,77793936
"<a id=""TXNL4B"" href=""#"" onclick=""resClick(this.id)"">TXNL4B</a>",thioredoxin like 4B,16,"","",72118755,72128277
"<a id=""TXNRD1"" href=""#"" onclick=""resClick(this.id)"">TXNRD1</a>",thioredoxin reductase 1,12,"","",104609556,104744085
"<a id=""TXNRD2"" href=""#"" onclick=""resClick(this.id)"">TXNRD2</a>",thioredoxin reductase 2,22,"","",19863040,19929515
